"id","date","amount"
55,2014-09-19,34.07
55,2015-07-03,63.79
55,2015-07-19,44.81
55,2015-08-02,102.11
55,2015-08-18,118.02
55,2016-02-09,77.75
55,2016-07-30,137.43
55,2016-08-09,10
55,2016-10-09,115.12
55,2018-01-07,50.51
55,2018-05-26,64.43
55,2018-06-15,109.65
56,2014-04-24,37.34
56,2015-08-17,69
57,2012-10-17,127.51
57,2013-02-15,142.03
57,2013-10-23,199.31
57,2013-12-31,119.2
57,2014-06-16,94.31
57,2014-06-18,77.32
57,2014-08-04,187.84
57,2014-08-16,30.26
57,2014-12-14,121.82
57,2015-01-22,207.56
57,2015-12-23,116.12
57,2016-01-17,86.43
57,2017-01-23,109.82
57,2017-08-02,103.92
57,2017-08-17,142.66
57,2017-10-12,172.47
57,2017-12-01,96.03
57,2018-01-27,102.79
57,2018-03-24,150.69
57,2018-04-25,81.2
57,2018-10-17,160.54
58,2012-03-26,51.22
58,2012-04-23,130.24
58,2012-05-08,44.17
58,2012-12-08,40.69
58,2012-12-23,90.78
58,2012-12-30,154.28
58,2013-01-04,62.93
58,2013-01-26,58.31
58,2013-03-26,141.35
59,2012-01-31,32.52
60,2012-11-24,139.54
60,2013-01-02,73.66
60,2013-05-03,64.74
60,2013-05-09,115.85
60,2014-01-26,103.56
60,2014-04-03,33.05
60,2014-05-14,19
60,2014-06-06,74.44
60,2014-10-07,107.49
60,2014-10-26,72.12
60,2015-07-05,114.28
60,2016-05-12,12.63
60,2016-10-23,37.73
60,2017-01-08,99.26
60,2017-06-25,91.95
60,2018-07-15,74.59
60,2018-11-28,182.72
61,2012-04-07,76.21
61,2012-10-22,51.01
61,2013-09-11,16.16
61,2013-10-03,89.43
61,2014-01-20,134.44
61,2014-07-26,155.46
61,2014-09-12,86.41
61,2015-01-07,103.12
61,2015-01-23,77.78
61,2015-03-09,132
61,2015-04-18,151.94
61,2015-05-05,157.83
61,2015-07-28,48.92
61,2015-12-15,230.44
61,2016-01-22,85.81
61,2016-06-20,193.15
62,2012-08-02,44.6
62,2014-04-25,51.38
62,2014-08-01,40.26
62,2015-04-22,119.93
62,2015-08-06,135.94
62,2016-04-19,72.61
63,2012-10-24,71.28
64,2012-01-18,10
64,2012-05-21,117.66
64,2013-03-17,27.42
64,2013-12-05,120.28
64,2014-09-14,42.7
64,2015-03-19,166.61
64,2015-09-13,27.51
65,2012-04-22,89.22
65,2012-11-08,90.42
65,2013-01-10,85.74
65,2013-01-23,102.26
65,2013-08-27,72.59
65,2015-01-24,57.43
66,2012-05-09,127.12
66,2012-07-24,44.64
66,2012-09-26,107.87
66,2012-10-29,143.57
66,2012-11-02,318.63
66,2012-12-30,172.18
66,2012-12-31,240.99
66,2013-05-10,134.26
66,2013-05-23,125.32
66,2013-06-08,233.08
66,2013-08-08,132.24
66,2013-10-30,121.73
66,2013-12-18,167.38
66,2014-10-01,105.21
66,2015-01-15,81.83
66,2016-05-18,145.1
66,2016-05-31,43.03
67,2013-03-11,24.72
67,2013-08-02,88.1
67,2014-08-22,25.07
68,2012-01-05,42.2
68,2012-12-08,147.68
68,2013-03-21,65.04
68,2013-09-29,101.44
68,2014-05-08,108.88
68,2014-07-16,87.8
68,2014-07-29,154.13
68,2015-08-06,96.76
68,2016-03-03,83.82
68,2016-08-30,99.26
68,2017-01-30,32.01
68,2017-06-29,93.34
68,2017-08-15,48.95
68,2017-09-25,92.37
68,2018-03-28,10
69,2012-02-14,29.84
69,2012-11-09,23.35
69,2013-09-29,62.46
69,2013-10-26,10
69,2014-02-06,10
70,2012-04-01,57.73
70,2014-12-19,39.77
70,2015-02-06,21.75
71,2012-01-13,85.99
71,2012-03-12,152.47
71,2013-06-13,126.95
71,2014-09-14,52.76
71,2015-05-11,129.73
72,2012-04-16,55.32
72,2012-06-04,45.47
72,2012-06-28,106.45
72,2012-08-30,55.35
72,2012-09-27,76.92
72,2013-01-20,111.56
72,2013-03-05,94.98
72,2014-02-09,90.83
72,2014-03-20,125.44
72,2014-10-17,173.32
72,2014-12-25,199.74
72,2015-09-30,137.2
72,2015-12-31,131.61
72,2016-03-09,184.16
72,2016-08-19,116.15
72,2017-12-01,156
72,2017-12-19,209.95
72,2017-12-23,228.28
72,2018-01-31,133.34
72,2018-10-31,99.95
72,2018-12-28,218.85
73,2013-03-15,96.43
73,2014-06-19,87.34
73,2014-12-25,45.42
73,2017-11-20,71.25
74,2012-05-27,230.14
74,2012-06-21,180.91
74,2012-06-28,159.39
74,2013-02-08,127.58
74,2013-07-21,97.96
74,2013-08-12,128.2
74,2013-12-23,190.44
74,2014-01-07,68.67
74,2014-10-23,195.53
74,2015-01-26,35.33
74,2015-01-30,91.24
74,2015-01-31,10
74,2015-02-04,104.88
74,2015-07-15,23.44
74,2015-12-29,84.42
74,2016-06-28,117.78
74,2016-12-28,135.54
74,2017-05-17,141.23
74,2017-05-21,99.7
74,2017-07-13,88.6
74,2017-08-02,129.74
74,2017-11-02,216.01
74,2018-01-01,97.76
74,2018-07-21,71.86
74,2018-10-14,126.31
74,2018-10-23,194.88
75,2012-05-06,71.63
75,2012-09-24,70.93
75,2012-09-29,141.74
75,2012-11-17,212.46
75,2013-02-12,105.29
75,2013-05-20,194.88
75,2013-06-07,107.24
75,2013-07-07,197.36
75,2014-02-06,96.13
75,2014-06-03,133.37
75,2014-06-15,128.61
75,2014-07-25,228.87
75,2014-07-29,179.8
75,2014-08-28,107.73
75,2014-11-11,119.17
75,2015-01-07,33.69
75,2015-05-25,139.71
75,2015-05-27,96.53
75,2015-06-26,33.88
75,2015-07-01,72.24
75,2015-08-29,79.75
75,2015-11-12,65.64
76,2013-05-09,119.35
76,2013-06-28,223.66
76,2013-08-24,169.13
77,2012-06-20,11.27
77,2013-02-22,42.79
78,2012-11-21,78.92
78,2013-01-28,10
78,2014-05-24,51.33
79,2012-05-01,82.97
79,2012-05-25,81.29
79,2012-10-22,105.04
79,2013-07-05,100.93
79,2014-01-17,141.19
79,2014-04-15,156.16
79,2014-05-01,179.96
79,2014-12-08,100.82
79,2015-02-01,51.21
79,2015-04-06,79.83
79,2015-06-12,148.47
79,2015-07-01,63.26
79,2015-09-14,10
79,2016-02-26,140.36
79,2016-03-13,251.72
79,2016-05-10,175.34
79,2016-07-06,69.84
79,2016-07-31,177.12
79,2016-08-28,146.99
80,2012-03-17,122.56
80,2013-05-11,46.7
80,2013-05-18,10
80,2013-06-20,57.13
80,2014-03-01,109.65
80,2014-04-23,44.75
80,2014-05-19,34.39
80,2015-03-06,86.47
80,2015-09-08,90.11
80,2015-09-19,83.01
81,2012-05-12,17.53
81,2012-06-22,60.63
81,2012-08-08,32.06
81,2013-08-09,44.75
81,2014-05-13,77.09
81,2014-06-21,52.34
81,2014-09-24,22.48
81,2014-12-04,107.37
82,2012-03-03,33.91
83,2013-01-19,14.42
84,2012-05-13,106.64
84,2012-07-27,115.73
85,2014-07-22,39.26
86,2012-03-02,18.01
87,2012-03-25,103.41
87,2012-04-21,30.97
87,2012-06-25,72.14
87,2012-10-24,46.08
88,2012-09-02,52.69
88,2012-09-09,32.29
88,2013-04-20,95.38
88,2014-04-12,110.44
88,2014-09-20,127.71
88,2014-11-22,137.89
88,2014-12-08,179.97
88,2016-02-16,60.88
89,2012-05-13,53.8
89,2013-12-26,51.47
89,2014-02-18,70.21
90,2012-10-19,180.71
90,2013-03-25,91.49
90,2013-07-14,45.94
90,2013-08-09,170.22
90,2013-09-01,117.71
90,2014-04-16,129.45
90,2014-09-29,145.85
90,2014-10-25,170.16
90,2015-03-14,165.77
90,2015-07-16,104.52
90,2015-10-27,94.24
90,2015-11-20,63.1
90,2016-06-14,76.72
90,2016-12-06,68.87
90,2017-01-02,127.52
90,2017-07-02,161.01
90,2018-01-08,97.74
90,2018-03-15,228.17
90,2018-04-16,20.7
90,2018-06-15,98.83
91,2013-06-08,70.43
91,2016-03-16,44.06
91,2016-03-18,55.25
92,2013-09-21,66.95
93,2012-07-31,25.9
93,2012-11-01,106.31
94,2012-02-15,88.77
94,2012-11-13,98.2
94,2012-11-26,252.56
94,2013-04-29,73.56
94,2013-05-21,92.19
94,2013-06-05,153.6
94,2014-07-30,131.21
94,2014-09-13,76.41
94,2015-07-11,170.83
94,2015-12-30,274.01
94,2016-07-28,165.73
94,2016-10-26,107.33
94,2017-08-23,68.03
94,2017-09-28,188.65
94,2018-07-10,69.84
94,2018-07-23,154.38
95,2013-10-26,22.3
95,2015-01-18,31.1
95,2015-06-01,67.86
95,2016-04-19,35.17
95,2017-05-25,54.03
96,2012-01-01,59.06
96,2012-01-04,98.6
96,2012-04-26,14.03
96,2012-06-29,41.2
96,2013-02-22,71.75
96,2013-11-05,105.3
96,2013-11-22,89.25
96,2014-08-19,88.48
97,2012-01-29,38.33
97,2012-03-20,85.02
97,2012-09-21,78.46
97,2013-03-31,167.68
97,2013-06-08,109.96
97,2013-08-08,72.61
97,2013-08-18,74.24
97,2013-08-29,82.73
97,2013-09-11,162.65
97,2013-09-17,148.75
97,2013-11-13,57.23
97,2014-02-22,86.33
97,2014-03-06,134.46
97,2014-06-19,84.61
97,2014-07-28,10
97,2014-10-12,123.52
97,2014-12-17,183.2
97,2015-06-19,150.93
97,2016-03-04,124.94
98,2013-04-27,11.54
98,2014-05-03,54.48
99,2012-01-28,112.91
99,2012-09-06,163.77
99,2012-10-27,132.73
99,2012-12-22,148.02
99,2012-12-23,301.08
99,2012-12-27,113.75
100,2013-05-30,19.53
100,2013-11-25,124.92
101,2012-11-11,86.68
101,2012-11-15,63.84
101,2012-12-22,47.18
102,2012-07-07,78.27
102,2013-06-01,28.14
102,2013-12-22,26.07
102,2015-01-25,58.21
102,2015-05-25,103.27
102,2015-07-06,39.55
102,2015-08-06,43.72
102,2015-09-18,113.49
102,2016-02-20,114.07
102,2016-06-02,50.43
102,2017-07-23,63.73
102,2017-08-26,70.27
102,2018-07-29,95.06
103,2012-02-27,129.26
103,2012-04-14,116.38
103,2012-08-10,72.48
103,2013-11-27,218.5
103,2014-03-21,124.15
103,2014-10-30,110.06
103,2015-06-03,98.84
104,2014-03-16,52.73
104,2015-02-08,68.51
104,2015-08-25,76.31
104,2016-02-22,10
104,2017-01-18,50.27
104,2017-11-20,70.99
104,2018-01-30,83.85
105,2012-02-10,103.99
105,2012-10-21,44.05
105,2013-06-09,101.63
105,2013-08-25,64.81
105,2013-10-07,35.43
106,2013-05-07,149.87
106,2013-08-20,102.84
106,2014-01-02,30.33
106,2014-01-07,10
106,2014-02-04,75.48
106,2015-03-04,30.7
106,2015-08-28,104.64
106,2015-12-07,110.93
107,2012-04-26,21.05
107,2012-10-26,63.41
107,2013-09-04,52.07
108,2015-06-10,52.84
108,2015-11-03,112.58
109,2012-02-08,54.96
109,2012-04-13,164.08
109,2012-08-12,51.98
110,2015-04-13,11.5
110,2016-05-18,93.05
110,2017-01-29,10.25
111,2013-12-07,68.26
111,2014-01-29,154.37
111,2014-11-09,65.06
111,2015-01-24,67.72
111,2015-06-03,67.38
111,2015-11-25,74.97
111,2016-02-07,70.04
111,2016-10-16,109.67
111,2016-12-03,84.54
111,2016-12-28,92.91
111,2017-05-20,42.67
111,2017-08-22,29.37
111,2017-11-29,13
111,2017-12-28,117.2
111,2018-01-11,87.66
112,2012-04-09,95.39
112,2015-12-12,91.26
113,2013-02-07,10
113,2016-01-11,63.38
113,2016-09-13,22.2
113,2017-04-02,71.94
114,2013-12-27,90.9
114,2014-04-03,84.56
115,2012-04-11,18.33
115,2013-12-23,70.12
115,2014-01-15,72.54
115,2014-05-29,86.84
115,2014-11-06,111.29
115,2015-01-21,156.67
115,2015-02-09,90.47
115,2015-06-10,15.17
115,2015-06-17,85.22
115,2015-07-06,42.81
115,2015-12-05,161.98
115,2016-02-23,63.22
115,2016-10-30,77.17
115,2017-03-10,34.34
116,2012-03-01,174.6
116,2012-04-05,177.71
116,2012-06-17,196.61
116,2012-11-11,252.85
116,2013-02-11,85.64
116,2013-06-03,184.63
116,2013-06-09,101.92
116,2013-08-02,87.76
116,2013-09-21,119.91
116,2014-01-22,98.36
116,2014-02-22,73.54
116,2014-03-19,279.88
116,2014-05-18,102.44
116,2015-07-17,157.43
116,2015-07-21,87.24
116,2015-08-05,54.03
116,2015-09-23,192.73
116,2016-01-01,165.07
116,2016-01-06,78.6
116,2016-04-20,178.69
116,2017-06-22,62.64
116,2017-07-27,144.1
116,2018-02-03,130.58
116,2018-03-22,83.69
116,2018-06-04,129.03
116,2018-06-20,156.1
116,2018-10-20,191.47
116,2018-11-09,223.54
117,2014-07-18,11.57
117,2014-07-21,27.08
117,2015-04-26,29.66
117,2015-06-24,89.92
118,2012-11-02,89.69
118,2014-02-18,65.62
118,2015-02-08,40.51
118,2015-10-08,24.59
118,2016-02-03,33.43
119,2012-06-19,73.63
119,2015-03-26,35.6
120,2012-05-13,30.55
120,2016-08-22,57.66
120,2016-11-24,27.31
121,2012-11-14,13
122,2012-03-28,142.96
123,2015-03-13,37.49
123,2016-02-05,30.05
124,2012-04-15,164.09
124,2012-06-25,141.71
124,2012-07-05,254.79
124,2012-10-06,77.71
124,2012-12-19,186.33
124,2013-05-28,90.01
124,2013-12-29,229.83
124,2014-02-24,102.26
124,2014-04-09,71.34
124,2014-07-10,107.78
124,2014-10-08,121.29
124,2015-01-02,149.09
124,2015-07-31,160.5
124,2015-08-15,126.56
124,2015-10-30,64.59
124,2015-12-09,19.3
124,2016-07-14,139.26
124,2016-08-22,56.14
124,2017-02-17,133.88
124,2017-07-24,90.74
124,2018-06-24,188.29
124,2018-07-15,135.43
124,2018-11-17,242.8
125,2012-05-10,46.68
125,2012-07-15,10
126,2012-12-18,39.58
127,2012-03-16,74.05
127,2016-05-18,10
127,2017-02-26,59.29
127,2018-03-13,32.53
127,2018-03-14,23.69
128,2012-08-19,37.37
128,2013-11-08,96.03
128,2014-06-11,24.17
128,2014-07-22,26.17
128,2015-01-02,29.84
128,2015-03-29,26.38
128,2015-04-01,35.13
128,2016-02-23,57.87
128,2018-10-15,71.22
129,2012-02-12,85.17
129,2012-04-22,71.49
129,2013-03-13,40.11
129,2013-04-27,107.23
130,2013-09-09,90.43
130,2015-09-11,62.97
130,2015-12-10,97.71
130,2016-02-25,70.98
130,2016-06-18,88.99
130,2017-05-15,28.39
130,2017-05-17,11.85
130,2017-12-18,106.51
130,2018-02-18,69.7
131,2012-04-04,105.09
131,2012-07-20,138.8
131,2012-10-12,85.48
131,2012-10-27,63.54
131,2013-02-14,170.08
131,2013-04-26,94.78
132,2012-12-16,107.37
132,2014-01-04,97.27
133,2012-03-29,115.37
133,2012-04-07,112.54
133,2012-05-31,78.67
133,2012-07-29,62.92
133,2012-08-15,208.07
133,2012-12-31,148.82
133,2013-01-03,150.43
133,2013-03-29,100.48
133,2013-06-19,207.98
133,2013-09-14,144.76
133,2013-12-03,285.13
133,2014-05-12,105
133,2014-12-27,195.48
134,2012-08-14,71.46
134,2012-12-24,93.42
134,2013-02-08,99.84
134,2013-09-22,49.74
134,2016-06-13,100
134,2016-06-26,42.32
135,2013-11-04,29.76
135,2014-06-04,71.95
135,2015-10-09,27.3
135,2016-09-16,45.98
135,2017-08-10,29.54
135,2018-04-18,43.83
136,2012-02-07,126.51
136,2013-02-03,74.69
136,2013-06-16,115.72
136,2013-07-28,108.73
136,2013-10-30,39.82
136,2013-12-10,114.82
136,2014-03-15,170.7
136,2014-07-01,121.53
136,2014-08-02,105.94
136,2014-09-10,161.23
136,2014-09-12,209.62
136,2014-10-19,111.95
136,2015-01-29,158.47
136,2015-02-02,102.43
136,2015-12-29,189.48
136,2016-01-15,38.72
136,2016-01-24,99.5
136,2016-04-02,136
136,2016-05-18,53.34
136,2016-06-07,87.58
136,2016-09-23,207.05
136,2017-01-23,189.51
136,2017-03-31,100.54
136,2017-08-14,172.46
136,2017-12-06,147.73
136,2018-09-20,134.5
136,2018-12-31,180.87
137,2012-10-21,29.07
137,2013-03-10,51.5
137,2014-04-13,47.83
138,2012-07-23,50.94
138,2012-12-07,72.31
138,2018-03-01,63.39
139,2012-07-29,68.63
139,2015-01-10,65.22
139,2016-02-16,72.31
139,2017-10-12,37.95
139,2018-07-22,65.03
140,2013-04-03,150.89
140,2013-06-14,94.12
140,2013-07-09,117.24
140,2014-03-24,118.83
140,2014-10-08,187.05
140,2015-10-06,113.38
140,2016-01-14,137.5
140,2016-03-04,137.78
140,2016-03-27,163.16
140,2016-10-22,75.91
140,2017-02-08,146.48
141,2012-12-05,73.33
141,2013-03-28,49.78
141,2013-12-20,88.13
141,2014-01-29,66.81
142,2012-09-20,62.39
142,2012-12-29,181.84
142,2014-01-13,42.94
142,2014-05-29,124.14
142,2014-10-19,113.08
142,2014-11-26,250.86
142,2014-12-20,143.92
142,2015-10-12,117.98
142,2016-02-05,75.34
142,2017-05-05,43.28
142,2018-02-26,101.47
