"donor_id","age","gender","country","region","segment","birth_year","age_at_observation","recency_days_12m","frequency_12m","monetary_total_12m","monetary_mean_12m","monetary_max_12m","monetary_min_12m","recency_days_24m","frequency_24m","monetary_total_24m","monetary_mean_24m","monetary_max_24m","monetary_min_24m","amount_trend","count_trend","amount_growth","lifetime_donations","lifetime_amount","days_since_first","days_since_last","donor_age_days","avg_days_between","is_new_donor","target_donated","target_amount"
134,61,"M","USA","South","Silver",1957,60,309,2,142.32,71.16,100,42.32,309,2,142.32,71.16,100,42.32,0,0,-0.972662657189721,6,456.78,1721,309,1721,344.2,0,0,0
135,58,"F","France","Central","Bronze",1960,57,227,1,45.98,45.98,45.98,45.98,227,2,73.28,36.64,45.98,27.3,0,0,-0.919967987194878,4,174.99,1274,227,1274,424.666666666667,0,0,0
139,57,"F","USA","East","Bronze",1961,56,365,0,0,0,0,0,440,1,72.31,72.31,72.31,72.31,0,0,0,3,206.16,1737,440,1737,868.5,0,0,0
142,29,"M","USA","East","Silver",1989,28,365,0,0,0,0,0,451,2,193.32,96.66,117.98,75.34,0,0,0,9,1112.49,1684,451,1684,210.5,0,1,43.28
147,66,"M","USA","Central","Silver",1952,65,240,2,133.84,66.92,104.79,29.05,240,4,321.28,80.32,104.79,29.05,0,0,-0.970980847359257,6,499.14,1877,240,1877,375.4,0,0,0
152,50,"M","USA","East","Bronze",1968,49,211,1,42.24,42.24,42.24,42.24,211,2,88.91,44.455,46.67,42.24,0,0,-0.913494809688581,7,377.16,1809,211,1809,301.5,0,1,10
159,57,"F","Canada","East","Silver",1961,56,294,2,109.22,54.61,63.96,45.26,294,2,109.22,54.61,63.96,45.26,0,0,-0.964670552905847,11,908.3,1755,294,1755,175.5,0,0,0
163,45,"M","UK","South","Bronze",1973,44,142,1,47.45,47.45,47.45,47.45,142,3,167.05,55.6833333333333,60.85,47.45,0,0,-0.922254616132167,5,288.5,1462,142,1462,365.5,0,0,0
166,36,"M","UK","South","Gold",1982,35,151,5,837.2,167.44,206.26,108.4,151,9,1473.28,163.697777777778,229.2,48.49,0,0,-0.995244888254874,18,2482.13,1757,151,1757,103.352941176471,0,0,0
169,82,"M","UK","East","Bronze",1936,81,219,2,97.66,48.83,50.76,46.9,219,3,107.66,35.8866666666667,50.76,10,0,0,-0.960653157584104,5,292.01,926,219,926,231.5,0,0,0
170,59,"M","USA","North","Silver",1959,58,159,3,258.78,86.26,132.57,35.5,159,6,433.58,72.2633333333333,132.57,35.5,0,0,-0.984778141411066,12,910.91,1892,159,1892,172,0,0,0
171,35,"M","Canada","Central","Bronze",1983,34,219,1,46.14,46.14,46.14,46.14,219,2,62.94,31.47,46.14,16.8,0,0,-0.920223374551256,6,256.9,1629,219,1629,325.8,0,0,0
172,50,"M","France","West","Bronze",1968,49,365,0,0,0,0,0,400,1,65.41,65.41,65.41,65.41,0,0,0,5,169.51,1876,400,1876,469,0,0,0
173,60,"F","USA","Central","Bronze",1958,59,286,2,66.77,33.385,37.52,29.25,286,3,126.78,42.26,60.01,29.25,0,0,-0.943478875229617,5,202.11,1010,286,1010,252.5,0,0,0
181,85,"F","Other","South","Gold",1933,84,196,6,638.94,106.49,187.59,46.62,196,10,1276.92,127.692,241.32,46.62,0,0,-0.993778579649734,23,3127.1,1785,196,1785,81.1363636363636,0,0,0
182,57,"M","UK","Central","Gold",1961,56,159,5,628.28,125.656,141.92,108.24,159,8,975.39,121.92375,141.92,103.08,0,0,-0.993673688872019,18,2378.75,1811,159,1811,106.529411764706,0,0,0
188,48,"M","USA","West","Gold",1970,47,159,2,330.52,165.26,196.46,134.06,159,8,1163.66,145.4575,243.02,45.21,0,0,-0.988042568456296,15,2018.81,1850,159,1850,132.142857142857,0,0,0
197,43,"M","USA","West","Gold",1975,42,365,0,0,0,0,0,378,3,254.68,84.8933333333333,205.25,10,0,0,0,13,1591.11,1874,378,1874,156.166666666667,0,0,0
199,24,"F","Canada","East","Silver",1994,23,323,1,92.47,92.47,92.47,92.47,323,3,271.11,90.37,99.35,79.29,0,0,-0.958536332538613,9,776.61,1746,323,1746,218.25,0,0,0
202,32,"F","UK","South","Bronze",1986,31,365,0,0,0,0,0,437,1,10,10,10,10,0,0,0,2,29.01,884,437,884,884,0,0,0
203,39,"F","Germany","East","Bronze",1979,38,239,1,10.68,10.68,10.68,10.68,239,1,10.68,10.68,10.68,10.68,0,0,-0.727520435967302,3,57.39,1412,239,1412,706,0,1,47.64
207,56,"M","UK","North","Silver",1962,55,151,1,65.74,65.74,65.74,65.74,151,5,367.96,73.592,112.48,10,0,0,-0.942644106681962,11,1091.42,1895,151,1895,189.5,0,0,0
208,73,"F","USA","North","Silver",1945,72,184,1,116.73,116.73,116.73,116.73,184,2,203.7,101.85,116.73,86.97,0,0,-0.966868218338441,10,854.01,1878,184,1878,208.666666666667,0,0,0
210,62,"F","Germany","Central","Bronze",1956,61,365,0,0,0,0,0,414,1,62.43,62.43,62.43,62.43,0,0,0,3,167.23,1447,414,1447,723.5,0,0,0
213,72,"F","Germany","East","Bronze",1946,71,237,1,73.73,73.73,73.73,73.73,237,1,73.73,73.73,73.73,73.73,0,0,-0.948539817316352,2,155.83,1133,237,1133,1133,0,0,0
215,55,"M","USA","East","Bronze",1963,54,193,1,76.91,76.91,76.91,76.91,193,1,76.91,76.91,76.91,76.91,0,0,-0.950562353231986,3,152.67,1932,193,1932,966,0,0,0
217,74,"M","Other","West","Silver",1944,73,292,1,105.67,105.67,105.67,105.67,292,3,295.95,98.65,105.67,91.74,0,0,-0.963526944469773,11,803.61,1922,292,1922,192.2,0,0,0
220,59,"F","Canada","West","Bronze",1959,58,365,0,0,0,0,0,440,2,118.62,59.31,63,55.62,0,0,0,3,133.67,1114,440,1114,557,0,0,0
222,75,"M","USA","South","Gold",1943,74,130,5,934.08,186.816,225.89,100.53,130,7,1141.06,163.008571428571,225.89,48.89,0,0,-0.995735971345727,19,2426.88,1879,130,1879,104.388888888889,0,1,137.86
231,58,"F","USA","North","Gold",1960,57,143,5,628.04,125.608,193.43,86.76,143,9,1055.44,117.271111111111,193.43,86.76,0,0,-0.993671286627429,20,2729.51,1808,143,1808,95.1578947368421,0,1,136.62
233,47,"F","USA","East","Bronze",1971,46,365,0,0,0,0,0,418,1,31.98,31.98,31.98,31.98,0,0,0,5,235.29,1921,418,1921,480.25,0,1,31.07
236,62,"F","USA","South","Gold",1956,61,223,2,156.57,78.285,144.91,11.66,223,6,698.36,116.393333333333,167.8,11.66,0,0,-0.97508874634116,22,2517.35,1927,223,1927,91.7619047619048,0,0,0
243,52,"M","USA","South","Bronze",1966,51,238,1,26.01,26.01,26.01,26.01,238,1,26.01,26.01,26.01,26.01,0,0,-0.866711096301233,7,278.33,1692,238,1692,282,0,0,0
245,61,"M","UK","North","Silver",1957,60,150,2,248.45,124.225,149.98,98.47,150,3,279.49,93.1633333333333,149.98,31.04,0,0,-0.984155278272925,8,739.95,1684,150,1684,240.571428571429,0,0,0
248,62,"F","Canada","Central","Gold",1956,61,365,0,0,0,0,0,450,3,122.2,40.7333333333333,54.93,27.48,0,0,0,9,795.3,1930,450,1930,241.25,0,0,0
250,72,"M","USA","North","Silver",1946,71,200,1,40.8,40.8,40.8,40.8,200,3,310.12,103.373333333333,164.79,40.8,0,0,-0.910714285714286,9,769.65,1622,200,1622,202.75,0,0,0
251,48,"F","Canada","West","Gold",1970,47,263,1,265.68,265.68,265.68,265.68,263,7,1117.73,159.675714285714,265.68,20.98,0,0,-0.985167606051617,14,2182.83,1892,263,1892,145.538461538462,0,0,0
255,34,"F","Other","West","Bronze",1984,33,258,1,79.86,79.86,79.86,79.86,258,2,147.28,73.64,79.86,67.42,0,0,-0.952301454805628,4,193.85,1690,258,1690,563.333333333333,0,0,0
258,45,"M","UK","South","Bronze",1973,44,220,1,18.79,18.79,18.79,18.79,220,1,18.79,18.79,18.79,18.79,0,0,-0.824484422992541,2,102.21,1271,220,1271,1271,0,0,0
260,34,"M","USA","Central","Silver",1984,33,326,1,117.73,117.73,117.73,117.73,326,4,407.61,101.9025,117.73,84.51,0,0,-0.967140392672308,8,790.4,1800,326,1800,257.142857142857,0,1,102.62
263,59,"F","Canada","East","Gold",1959,58,144,2,422.99,211.495,286.6,136.39,144,8,1236.17,154.52125,286.6,66.55,0,0,-0.990632099112391,17,2386.27,1907,144,1907,119.1875,0,0,0
266,66,"M","USA","South","Bronze",1952,65,295,2,114.79,57.395,59.81,54.98,295,4,225.84,56.46,72.93,38.12,0,0,-0.966327131913461,4,225.84,528,295,528,176,0,0,0
270,57,"F","Canada","West","Bronze",1961,56,140,1,24.51,24.51,24.51,24.51,140,1,24.51,24.51,24.51,24.51,0,0,-0.85969835145563,5,182,1908,140,1908,477,0,0,0
285,56,"M","Canada","North","Gold",1962,55,365,0,0,0,0,0,475,2,267.13,133.565,206.19,60.94,0,0,0,21,2343.51,1886,475,1886,94.3,0,0,0
288,59,"F","UK","North","Gold",1959,58,191,2,227.7,113.85,135.55,92.15,191,4,465.14,116.285,135.55,92.15,0,0,-0.982736296935693,14,1505.07,1909,191,1909,146.846153846154,0,0,0
294,73,"F","USA","West","Bronze",1945,72,365,0,0,0,0,0,429,2,60.9,30.45,50.9,10,0,0,0,2,60.9,722,429,722,722,0,0,0
295,61,"F","Canada","South","Silver",1957,60,237,1,112.61,112.61,112.61,112.61,237,3,266.57,88.8566666666667,112.61,65.11,0,0,-0.965697624560501,6,449.1,1927,237,1927,385.4,0,0,0
308,59,"M","UK","West","Bronze",1959,58,330,1,43.59,43.59,43.59,43.59,330,3,132.97,44.3233333333333,58.77,30.61,0,0,-0.915948728724522,4,178.18,1626,330,1626,542,0,0,0
311,59,"F","UK","West","Gold",1959,58,148,5,595.38,119.076,181.1,52.25,148,9,1023.7,113.744444444444,181.1,52.25,0,0,-0.993326437318563,21,2875.99,1855,148,1855,92.75,0,0,0
316,58,"M","USA","West","Silver",1960,57,365,0,0,0,0,0,432,2,115.83,57.915,88.66,27.17,0,0,0,7,417.32,1339,432,1339,223.166666666667,0,0,0
319,74,"M","Canada","Central","Gold",1944,73,122,3,476.74,158.913333333333,165.52,155.34,122,6,792.59,132.098333333333,176.83,42.09,0,0,-0.991679494113242,17,2242.37,1886,122,1886,117.875,0,0,0
321,45,"M","France","North","Bronze",1973,44,264,1,57,57,57,57,264,2,129.87,64.935,72.87,57,0,0,-0.934426229508197,2,129.87,556,264,556,556,0,0,0
326,68,"F","France","Central","Silver",1950,67,138,9,641.74,71.3044444444444,96.25,28.14,138,10,715.6,71.56,96.25,28.14,0,0,-0.993805556415895,15,1151.68,1613,138,1613,115.214285714286,0,0,0
328,62,"M","UK","West","Silver",1956,61,250,1,16.08,16.08,16.08,16.08,250,3,179.23,59.7433333333333,89.67,16.08,0,0,-0.800796812749004,10,678.51,1881,250,1881,209,0,0,0
329,95,"F","USA","South","Silver",1923,94,126,2,154.6,77.3,110.99,43.61,126,2,154.6,77.3,110.99,43.61,0,0,-0.974779319041614,6,393.31,1882,126,1882,376.4,0,0,0
332,30,"M","USA","South","Gold",1988,29,148,2,299.35,149.675,175.01,124.34,148,3,408.66,136.22,175.01,109.31,0,0,-0.986813911323554,15,2196.86,1908,148,1908,136.285714285714,0,1,112.87
333,66,"M","UK","South","Bronze",1952,65,365,0,0,0,0,0,371,1,34.72,34.72,34.72,34.72,0,0,0,3,131.27,1190,371,1190,595,0,0,0
350,48,"F","Germany","West","Bronze",1970,47,270,2,113.29,56.645,69.32,43.97,270,3,162.36,54.12,69.32,43.97,0,0,-0.96589649586495,6,298.92,1467,270,1467,293.4,0,0,0
360,74,"F","Canada","North","Bronze",1944,73,159,2,83.27,41.635,73.27,10,159,3,121.85,40.6166666666667,73.27,10,0,0,-0.954165234330239,4,143.25,1285,159,1285,428.333333333333,0,0,0
366,71,"M","France","Central","Gold",1947,70,257,2,327.7,163.85,180.21,147.49,257,9,1078.4,119.822222222222,183.6,52.37,0,0,-0.98794091046126,23,2750.16,1888,257,1888,85.8181818181818,0,1,185.22
372,68,"F","USA","North","Gold",1950,67,149,5,437.47,87.494,178.97,10,149,7,881.2,125.885714285714,231.38,10,0,0,-0.99093936167803,20,2195.11,1768,149,1768,93.0526315789474,0,0,0
375,78,"M","Canada","East","Gold",1940,77,208,2,173.45,86.725,117.31,56.14,208,7,808.66,115.522857142857,179.82,56.14,0,0,-0.977458438996901,19,2021.58,1793,208,1793,99.6111111111111,0,1,152.63
376,80,"M","USA","South","Silver",1938,79,205,2,109.02,54.51,99.02,10,205,6,611.32,101.886666666667,207.86,10,0,0,-0.964608033976287,9,799.88,1831,205,1831,228.875,0,1,103.66
377,50,"M","France","North","Silver",1968,49,156,1,77.51,77.51,77.51,77.51,156,2,190.82,95.41,113.31,77.51,0,0,-0.95092626671574,4,460.53,1584,156,1584,528,0,1,100.48
380,18,"F","Canada","Central","Bronze",2000,17,225,1,20.39,20.39,20.39,20.39,225,2,93.94,46.97,73.55,20.39,0,0,-0.8359983599836,7,317.71,1825,225,1825,304.166666666667,0,0,0
381,45,"F","Canada","East","Gold",1973,44,352,1,73.1,73.1,73.1,73.1,352,5,450.62,90.124,151.1,45.34,0,0,-0.948119325551232,24,2863.54,1928,352,1928,83.8260869565217,0,1,135.69
393,54,"M","UK","North","Silver",1964,53,316,1,146.56,146.56,146.56,146.56,316,4,438.98,109.745,146.56,80.47,0,0,-0.973432518597237,14,997.84,1924,316,1924,148,0,0,0
418,50,"F","USA","East","Silver",1968,49,160,2,229.27,114.635,120.03,109.24,160,2,229.27,114.635,120.03,109.24,0,0,-0.982852488532602,11,817.49,1888,160,1888,188.8,0,0,0
424,66,"F","USA","Central","Silver",1952,65,203,2,132.87,66.435,92.78,40.09,203,5,345.69,69.138,100.26,25.66,0,0,-0.970775188134726,10,702.93,1879,203,1879,208.777777777778,0,1,97.46
438,68,"M","USA","North","Silver",1950,67,231,2,143.47,71.735,97.25,46.22,231,3,243.84,81.28,100.37,46.22,0,0,-0.972875839153726,6,488.84,1908,231,1908,381.6,0,0,0
444,72,"F","Canada","South","Gold",1946,71,148,3,421.6,140.533333333333,281.63,50.19,148,4,563.37,140.8425,281.63,50.19,0,0,-0.990601503759398,21,3031.42,1929,148,1929,96.45,0,1,229.03
448,76,"F","UK","West","Gold",1942,75,365,0,0,0,0,0,393,5,584.36,116.872,192.02,68.37,0,0,0,14,1705.51,1858,393,1858,142.923076923077,0,1,166.61
455,83,"F","Other","North","Silver",1935,82,193,2,186.2,93.1,115.74,70.46,193,3,296.87,98.9566666666667,115.74,70.46,0,0,-0.978969505783386,8,674.94,1845,193,1845,263.571428571429,0,0,0
468,50,"F","France","Central","Bronze",1968,49,365,0,0,0,0,0,379,2,120.48,60.24,71.46,49.02,0,0,0,3,181.58,1390,379,1390,695,0,0,0
473,50,"M","USA","East","Silver",1968,49,310,1,61.85,61.85,61.85,61.85,310,2,96.58,48.29,61.85,34.73,0,0,-0.939255884586181,8,617.27,1641,310,1641,234.428571428571,0,0,0
474,63,"F","France","Central","Silver",1955,62,365,0,0,0,0,0,452,1,45.37,45.37,45.37,45.37,0,0,0,6,577.36,1608,452,1608,321.6,0,0,0
479,59,"F","USA","Central","Silver",1959,58,351,1,66.63,66.63,66.63,66.63,351,2,130.27,65.135,66.63,63.64,0,0,-0.943366841285573,5,288.5,1340,351,1340,335,0,1,55.5
480,62,"M","Germany","South","Gold",1956,61,234,3,450.79,150.263333333333,189.4,93.42,234,5,568.29,113.658,189.4,24.52,0,0,-0.991204731854262,15,1537.08,1917,234,1917,136.928571428571,0,0,0
482,64,"F","Canada","West","Bronze",1954,63,237,1,10,10,10,10,237,1,10,10,10,10,0,0,-0.714285714285714,6,217.91,1779,237,1779,355.8,0,0,0
485,40,"M","Canada","West","Bronze",1978,39,228,2,131.95,65.975,85.51,46.44,228,3,166.29,55.43,85.51,34.34,0,0,-0.970577418168444,5,239.16,1100,228,1100,275,0,0,0
489,35,"M","Canada","Central","Silver",1983,34,147,1,73.45,73.45,73.45,73.45,147,4,305.83,76.4575,95.35,44.81,0,0,-0.948353776630084,10,784.14,1912,147,1912,212.444444444444,0,0,0
491,78,"F","Canada","South","Silver",1940,77,237,1,83.77,83.77,83.77,83.77,237,4,361.85,90.4625,125.14,76.3,0,0,-0.95442634157457,13,933.54,1886,237,1886,157.166666666667,0,0,0
496,54,"M","UK","North","Bronze",1964,53,296,1,60.35,60.35,60.35,60.35,296,4,184.04,46.01,60.35,29.28,0,0,-0.937839937839938,8,415.46,1593,296,1593,227.571428571429,0,0,0
498,48,"M","USA","West","Silver",1970,47,154,2,118.7,59.35,62.09,56.61,154,3,160.44,53.48,62.09,41.74,0,0,-0.967400162999185,9,546.82,1758,154,1758,219.75,0,0,0
508,48,"M","UK","West","Gold",1970,47,126,4,505.29,126.3225,199.5,71.44,126,8,1103.45,137.93125,199.5,71.44,0,0,-0.992145928645762,17,2181.85,1933,126,1933,120.8125,0,1,109.88
509,72,"F","Canada","Central","Gold",1946,71,242,6,700.29,116.715,168.57,78.64,242,7,828.44,118.348571428571,168.57,78.64,0,0,-0.994320521376138,17,1884.71,1825,242,1825,114.0625,0,1,299.68
510,36,"F","UK","North","Bronze",1982,35,265,2,102.72,51.36,70.06,32.66,265,2,102.72,51.36,70.06,32.66,0,0,-0.962518740629685,3,146.48,1570,265,1570,785,0,0,0
516,67,"M","Canada","Central","Bronze",1951,66,172,1,94.85,94.85,94.85,94.85,172,2,176.03,88.015,94.85,81.18,0,0,-0.959534648457258,5,362.98,1675,172,1675,418.75,0,0,0
519,62,"M","UK","West","Gold",1956,61,260,5,671.3,134.26,179.56,64.12,260,8,1087.14,135.8925,179.56,64.12,0,0,-0.994076706648897,20,2453.27,1653,260,1653,87,0,0,0
522,80,"F","Canada","Central","Bronze",1938,79,234,1,50.51,50.51,50.51,50.51,234,1,50.51,50.51,50.51,50.51,0,0,-0.926618968996514,5,148.9,1842,234,1842,460.5,0,0,0
528,73,"F","Other","South","Bronze",1945,72,264,1,35.38,35.38,35.38,35.38,264,1,35.38,35.38,35.38,35.38,0,0,-0.898425596749619,6,208.23,1129,264,1129,225.8,0,0,0
533,58,"M","USA","North","Silver",1960,57,276,1,92.89,92.89,92.89,92.89,276,1,92.89,92.89,92.89,92.89,0,0,-0.958716069769842,3,240.79,1761,276,1761,880.5,0,0,0
536,65,"F","France","North","Bronze",1953,64,291,1,52.56,52.56,52.56,52.56,291,1,52.56,52.56,52.56,52.56,0,0,-0.929278642149929,4,190.83,1118,291,1118,372.666666666667,0,0,0
539,64,"F","Canada","West","Bronze",1954,63,273,1,91.49,91.49,91.49,91.49,273,4,241.89,60.4725,91.49,23.47,0,0,-0.958110796942088,8,458.03,1924,273,1924,274.857142857143,0,0,0
542,57,"F","UK","North","Bronze",1961,56,211,1,46.17,46.17,46.17,46.17,211,1,46.17,46.17,46.17,46.17,0,0,-0.920271078333666,3,109.44,1721,211,1721,860.5,0,0,0
543,60,"M","Other","North","Bronze",1958,59,365,0,0,0,0,0,415,1,33.78,33.78,33.78,33.78,0,0,0,5,165.19,1608,415,1608,402,0,0,0
550,74,"F","USA","East","Silver",1944,73,213,2,68.16,34.08,58.16,10,213,6,486.08,81.0133333333333,125.97,10,0,0,-0.944567627494457,6,486.08,717,213,717,143.4,0,1,109.82
557,85,"M","Germany","North","Silver",1933,84,202,2,31.58,15.79,19.78,11.8,202,3,78.62,26.2066666666667,47.04,11.8,0,0,-0.887577290612704,8,418.19,1841,202,1841,263,0,0,0
564,85,"M","USA","South","Bronze",1933,84,300,1,63.76,63.76,63.76,63.76,300,1,63.76,63.76,63.76,63.76,0,0,-0.940968122786305,3,197.63,1577,300,1577,788.5,0,0,0
566,51,"F","Germany","North","Silver",1967,50,134,1,132.78,132.78,132.78,132.78,134,3,244.62,81.54,132.78,15.35,0,0,-0.970755958473461,9,810.25,1836,134,1836,229.5,0,0,0
570,67,"F","France","North","Bronze",1951,66,365,0,0,0,0,0,445,3,118.87,39.6233333333333,91.61,10,0,0,0,5,211.89,1079,445,1079,269.75,0,0,0
573,40,"F","France","Central","Silver",1978,39,365,0,0,0,0,0,381,1,39.09,39.09,39.09,39.09,0,0,0,10,920.87,1896,381,1896,210.666666666667,0,0,0
581,67,"M","UK","Central","Bronze",1951,66,335,1,12.28,12.28,12.28,12.28,335,4,160.76,40.19,57.06,12.28,0,0,-0.754299754299754,6,184.46,1294,335,1294,258.8,0,0,0
583,95,"F","Other","North","Silver",1923,94,351,1,69.72,69.72,69.72,69.72,351,1,69.72,69.72,69.72,69.72,0,0,-0.945740640260445,5,414.89,1567,351,1567,391.75,0,0,0
589,50,"F","USA","West","Gold",1968,49,141,3,390.11,130.036666666667,253.93,57.74,141,5,655.66,131.132,253.93,57.74,0,0,-0.989850549339017,20,2195.25,1873,141,1873,98.5789473684211,0,0,0
604,58,"F","USA","West","Bronze",1960,57,365,0,0,0,0,0,474,1,88.26,88.26,88.26,88.26,0,0,0,2,172.11,1311,474,1311,1311,0,0,0
612,55,"M","USA","Central","Bronze",1963,54,306,1,59.42,59.42,59.42,59.42,306,3,118.59,39.53,59.42,10,0,0,-0.936928413749606,8,442.44,1946,306,1946,278,0,0,0
615,86,"M","USA","South","Gold",1932,85,331,1,133.02,133.02,133.02,133.02,331,4,364.45,91.1125,133.02,47.76,0,0,-0.970807181433367,18,2152.62,1920,331,1920,112.941176470588,0,1,81.2
625,47,"M","Canada","South","Gold",1971,46,282,1,119.28,119.28,119.28,119.28,282,4,460.55,115.1375,133.16,102.46,0,0,-0.967553536664504,15,1736.17,1901,282,1901,135.785714285714,0,0,0
627,73,"F","UK","South","Silver",1945,72,198,1,77.58,77.58,77.58,77.58,198,1,77.58,77.58,77.58,77.58,0,0,-0.950968374601618,6,489.73,1706,198,1706,341.2,0,0,0
631,79,"M","UK","South","Bronze",1939,78,365,0,0,0,0,0,419,1,42.11,42.11,42.11,42.11,0,0,0,5,227.56,1479,419,1479,369.75,0,0,0
637,50,"M","USA","North","Gold",1968,49,140,4,368.16,92.04,134.29,44.14,140,6,797.53,132.921666666667,237.69,44.14,0,0,-0.989251934651763,20,2663.74,1919,140,1919,101,0,1,137.18
